content,at
"Bagus banget, apalagi dg adanya paket unlimited 1,5 Mbps ini sangat membantu sekali dalam belajar daring. Cuman untuk daerah Ciasem kadang kadang jaringannya suka lemot atau ilang, mohon bantuannya.",2021-03-17 22:05:57
"liat komen di rating semuanya dibalesin suruh chat permasalahan ke dm by u, live chat apps, dll. tapi gaada perubahan sama sekali mengenai jaringan ini. saya juga sama tiap jam 18.00 keatas jaringan tibatiba hilang bahkan sampai (x), kalau ga (x) jadi e. mohon untuk perbaikan jaringannya jangan cuma nyuruh kami yang komplain buat chat ke cs dll tapi tidak ada tindakan mengenai masalah ini",2024-11-21 17:49:33
"Saya dr awal pake by u beli kuota yg 1 Mbps tapi sinyal nge lag terus, setelah habis saya pake yg 1.5 mbps tp nyatanya jaringan aja gk sampe 200kb alias jaringan jelek terus. Tolong donk providernya cek lagi jaringan nya kalo gamau kehilangan pelanggan dan customer baru.",2020-09-13 15:04:08
Ketika masuk aplikasi dan daftar paketan sinyal langsung bagus dan berhasil pendaftarannya. Ketika dipakek streaming atau internet otomatis gg bisa dipakek. Jadi kayak buang2 duwit dan sering kali kayak gini jadi konsumen merasa sangat dirugikan. Mohon diperbaiki bosku....,2023-06-07 07:34:43
"Mantap. By.u bermanfaat sekali untuk provider digital sekarang, dan tambah lagi kualitas dan kestabilan sinyalnya sudah teruji karena by.u mendukung sinyal 4G / LTE terlebih lagi dengan harga paket nya yang sangat terjangkau dan pastinya ramah kantong.",2022-12-04 13:36:34
"Sumpah parah banget. Dah aktivasi ngisi nik dan kk. Terus masuk dasboard. Tiba2 ga bs dipake, kuota nya gada, selalu error. Coba menu bantuan muncul pop up nomor anda terdeteksi belum aktivasi. Woii udah masuk terus mau aktivasi lagi menu nya ga ada cok!!!",2024-10-12 20:13:51
"Sudah coba satu bulan ini.. Aktivasi kartu sangat mudah. Jaringan cukup stabil di Salatiga, paket topping juga beragam dan pas dikantong....pokoe sip lah.",2020-02-13 22:21:24
Jgn pernah beli kartu by.u pembayaran pake ewallet. Super suka error'. Uang saya ilang. Sedangkan akun saya seperti tidak pernah daftar. Padahal udah melakukan pembayaran. Di email by.u tak dibalas...,2021-06-08 08:15:15
"Aduh sumpah ini kenapa lagi si penyakit by u, min biasanya bisa masuk aplikasi, dan ini masih stuck dari semalem, padahal udah di mode pesawat terus nyalain lagi biasanya bisa sekarang ko aneh, tolong di perbaiki dong min aduhh jadi susah buat pembelajaran nih urgent, udah di bersihkan chache, instal ulang, semuanya sudah saya coba astagfirullah....",2023-07-14 05:27:30
"Maaf min,, sqya sangat kecewa dengan kartu ini,, saya menggunakan ini sudah selama 10 bln di paket yang sama 2Mbps, tapi di bulan ini slalu ngeleg buat striming,, padahal jaringan 4g nya setabil... tolong di perbaru lagi dong untuk kecepatannya",2021-12-27 07:47:33
Pertama kali saya memakai kartu by.U sangat memuaskan dan irit kantong untuk pembelian paket nya. Cuma ada satu kendala saat membuka apk nya tolong beranda iklan nya jangan terlalu lama mucul. Itu saja dari saya terimakasih(tolong tambah fitur kunci pulsa agar tidak tersedot),2024-12-23 07:10:14
"Sudah pakai byu sudah lama.. Yg satu untuk wifi yg satu diponsel.. Yg dipakai untuk wifi yg awalnya oke oke aja tanpa ada pemotongan apapun,, malah jadi kayak tinggal setengahnya.. Masih oklaah,, lah yg sekarang ini dibulan maret ini,, awal maret baru diisi yg 2mbps biasanya pas sebulan kurang ini malah pertengahan bulan dah habis kuota utamanya.. Pliiis laaa yak perbaiki weeech,, ni lama2 saya gk mau pakai profider byu lagi baik buat wifi at nomor ponsel... Banyak keluhan di byu ini😡",2024-03-22 12:47:21
"Untuk harga emang udah mantap sesuai anak kos kosan, dari jaringan buat download juga udah ngebut, cuma yang di sayangkan saat main kadang ping suka merah tapi lancar cuma merah, ngerti kan:v. Terus berkembanglah buat By.U, sukses!!",2020-12-10 06:49:51
"Tampilan UI nya cakep, gak bikin pusing kalo mau pilih kuota - topping - isi pulsa, cuma jaringan di daerah saya masih kurang bagus. Kadang masih H+ dan untuk 4G masih jarang, paling cuman 1-2 bar. Tapi mantap lah, tingkatkan lagi jaringan Telkomselnya supaya makin stabil dan ngebut di daerah pedesaan kek saya. 😄",2020-07-30 07:25:15
"ini kenapa ya setiap jam 21:30 sampai jam 23:00 kenapa ga bisa masuk terus ya,sudah di mode pesawat tetep aja ga bisa masuk,selalu ada bacaan jangan panik akses ke halaman inilagi rame nih apalah itu,gatau udh hampir 1bulan kaya gini terus.sumpah ga jelas bet dah ,di update malah kaya gini mending gausah di update,dari dulu gaada perubahan masuk aplikasi gangguan terus",2024-12-19 22:50:18
"Paket smpe, kuota nya alhamdulillah ga ilang,, btuh bbrp wktu stlh aktivasi bru nongol. Tpi tiba2 sinyal ilang... Alhamdulillah sih gonta ganti jaringan jd muncul lg sinyalnya. Next, mohon distabilkan. & tambahin paket2 murah lainnya. Trims",2019-11-19 16:24:01
"Bisa gak kalau mau benerin sinyal jangan pas jam kerja, saya baru Kerja sinyal hilang tidak ada layanan, awalnya saya senang sinyalnya stabil tapi lama lama gak ada layanan... Tolonglah kalau kayak gini saya juga kesulitan dan milih provider lain...",2021-03-17 09:16:40
"Kurang memuaskan, gk beda dgn yg lain, jujur agak kecewa karena dri segi harga saya rasa sama dgn provider lain, sinyal juga lumayan meski ada beberapa kendala, agak ribet saat mau cek pulsa & data internet. Utk kedepan, saya harap by.U segera memperbaiki segala permasalahan terutama di segi sinyal & segi harga. Saran saya, coba buat promo menarik dengan harga yg bisa dijangkau oleh semua kalangan.Dan semoga bisa memuaskan penggunanya baik dgn harganya dan kualitas nya. Trimakasih",2020-02-16 14:23:39
"Menurut saya bu.U justru bagus bagt. Saya PJJ yg mengharuskan setiap saat zoom yg 1000 participant. koneksi stabil.. lancar sampainakhir zoom.meetingbtidak tersendat2. Hanya saja, kalau bisa ada PAKET UNLIMETED donk by. thx ya",2021-01-12 19:45:28
"Saya kecewa karena saya ga bisa login padahal aplikasi sudah versi terbaru, sudah saya coba berkali-kali masih ga bisa login, jaringannya juga lemot, nyesel saya kalo seandainya gaada tindakan lebih lanjut.",2021-01-14 22:17:09
"Setiap login susah, malah sekrang login gak bisa sama sekali sudah menghubungi dm via ig tapi tetap gak dapat penyelesaian susah banget aplikasinya kecewa sama aplikasinya, setiap mau beli kuota harus lewat web percuma ada aplikasinya tpi gak bisa login..",2023-06-19 06:09:40
"By.u Ter the best lh pokoknya, semua paket murah ad disini loh, apalagi toppingnya. Ngebantu deh pokoknya, saran aku, bagi yang belum pake by.u buruan deh download apk nya, terus beli kartunya lewat apk, mudah kok, udah murah sinyalnya lancar, Ter the best lah pokoknya, sukses terus by.u(~‾▿‾)~",2020-03-29 04:57:54
Saya skrng berdomisili di Kaltim sdh 3th lebih sy menggunakan byu alhamdulillah sinyal bagus hanya saja jk mati lampu sinyal by.U ikut error.. Semoga kedepannya by. U makin asyik dengan Sinyal yg lancar jaya dan soal harga mudah2an yg 2 mbps bisa di turunkan hehe.. trims,2024-03-04 09:27:14
paket nya oke sih .mantep .terjangkau .tapi tiap mau jam 12 malem .sinyal nya suka drop .hilang stngah jam baru ada lagi .udh d restart .d mode pesawat .di refresh .tetep stngah jam baru ada lagi .hp samsung a6plus .posisi tasikmalaya .kecamatan cineam kabupaten tasikmalaya desa ancol .😁 .(5-4-2021),2021-04-06 00:00:19
"Selama 1 bulan saya pake by.U menurut saya cukup mengesankan, untuk sinyal sendiri bener² bagus bahkan saat jam kerja maupun lagi di mall. Kemudahan akses membuat saya dapat memilih beragam paket sesuai keinginan saya dan pembayarannya pun menyediakan berbagai metode seperti dan,ovo, link aja dsb",2020-06-19 19:17:32
"Untuk pertama kali pake perdana kuota 20gb 7 hari mantap banget, tapi ketika mau beli paket lagi nggak enak banget belum bisa dikatakan murah masih ada provider lebih murah dan kencang,iseng aja pake karena TSel . Sinyal kadang kadang gak stabil sekali kenceng ya kenceng banget klo lemot ya lemot parah, jujur buat nulis ulasan ini pake hotspot temen soalnya byU lagi h+",2021-02-12 13:23:11
Sim cart yg paling ribet aneh masa kartu rusak trus isi pulsa/kuota masuk tapi tidak bisa di pake akses internetan bikin laporan di puter puter trus ga bisa nanganin masalah trus suruh ganti kartu sim cart nya lewat aplikasi mau ganti lewat aplikasi ga bisa kecewa,2023-09-13 18:41:16
"Nyesel banget beli by.U ini, udah berkali kali coba registrasi tetep gak bisa, tulisannya selalu ""sambungkan ke jaringan by.U"", padahal saya udah sambungin ke jaringan by.U tapi tetep aja kayak gini. Tolong perbaikannya kak, saya udah beli tapi malah gakbisa dipakek.",2020-09-05 21:01:22
"sudah beberapa bulan ,beberapa update..aplikasinya emang gsk bisa di buka pake data by.u sendiri..kalo pakai paket data operator lain palah bisa ter buka...sangat merugikan kita tidak bisa cek pemakaian kuota..tau2 sudah habis",2021-11-22 07:22:57
"Jarak rumah saya dengan tower hanya sekitar 50-70 m , tetapi terkadang sinyal tiba tiba down macet buat main game gak enak banget. Tolong perbaiki jaringan, jika sudah lancar bintang otomatis naik.",2020-11-27 21:50:03
"Ni kenapa pulsa saya 0 setelah beberapa hari beli. padahal saya tidak ada transaksi apa apa, dan pada rincian pemakaian loading terus. Padahal sinyal lancar dan buat nonton juga lancar. Tolong perbaiki, saya mau beli kuota tidak bisa karena pulsa saya pada kartu tidak terdeteksi. Pada notifikasi pembelian pulsa berhasil tetapi pada halaman utama pulsa saya tetap Rp 0.",2021-02-11 14:36:25
"Susah buka aplikasi tertulis ""Terjadi Kesalahan"" setelah update dan beberapa kali mencoba buka aplikasi akhirnya bisa masuk. Dengan jaringan yang sering drop, dan aplikasi yang sering error, betapa kagetnya pas aplikasi kebuka liat harganya pada naik. Ada apa ini? Kualitas menurun tapi harga minta naik, atau mau ikut-ikutan minyak goreng?",2022-04-01 13:53:02
kualitas sinyalnya agar di tingkatkan lagi ya min .....,2025-06-14 21:30:28
murah tapi tidak ada promo walaupun sering isi pulsa,2025-05-27 20:11:07
heran. di aplikasi kuota sudah habis 0 kbps tapi setelah di restart hp nya saya cek ulang masih 300mb. dan itu selalu terjadi ketika paket habis di restart hp nya pasti masih 300mb. jangan gitu dong by.u kalo masih ya biarkan kami menghabiskan dulu kuota nya. mohon perbaiki aplikasi nya,2021-02-24 13:46:54
"Pas awal"" pemakaian masih enak, masih kenceng. Tapi ketika 3 bulan pemakaian keatas jadi lambat. Saya dan temen"" saya pengguna by.U merasakannya. Jadi mohon diperbaiki dan diperhatikan. Terimakasih",2021-01-30 21:42:28
"Koneksi tidak stabil dan gampang hilang sinyal, di hp saya terpasang 2 kartu telkomsel yg salah satunya kartu by.u ini tapi kartu kedua saya (simpati) tidak pernah yg namanya hilang sinyal atau koneksi tidak stabil karena memang sinyal telkomsel disini sangat bagus,tapi kartu by.u ini apa, gangguan terus, koneksi ga stabil, harga kuota sama aja dg kartu telkomsel yg lain, payah",2024-11-26 21:47:58
"Sebenarnya udah bagus kok aplikasi nya cuma jaringannya kurang bagus ,jaringan dapat ,tapi disaat tertentu lama sekali untuk membuka suatu aplikasi seperti IG yang membutuhkan jaringan internet cepat dan ketika bermain ML juga jaringan masih kuning ,saran saya tingkatkan lagi kecepatan MBPSnya,kalo.bisa 3-5 Mbps,nggak masalah kok bayar agak mahal yang penting puas pemakaiannya,ya kaya di kasih opsi aja ,1,5 Mbps atau 3 Mbps gitu,tentu berbeda harga",2020-10-10 08:58:36
"Jaringan nya tidak stabil, bener-bener yang ngga bisa digunain. Udah on off mode pesawat, ubah jaringan ke 2G, restart hp tetap ngga bisa. 1-2x oke lah, tapi ini tiap hari weyy. Parah sihh, padahal aku tinggal di Kota dan pakai kartu lain aman.",2024-05-13 10:10:06
Ini kenapa ya kuota 22gb baru kepake 3gb baru beberapa hari udah gak conect. Apa lagi gangguan? Bener2 bikin gak nyaman. Mau cek kuota data aja ribet. Karna saya pengguna baru jadi belum tau banyak tentang by.u Nyoba pindah buat ngerasain game ML ternyata sinyal nya gk stabil Mohon di bantu,2021-02-06 10:33:58
"Semua sudah benar dan update juga. Cuma metode pembayaran via linkAja yg ngbug. Tapi barusan instal aplikasi versi lama lancar, giliran tadi yg sudah di update ngbug terus",2020-08-15 20:21:13
"ini baru nemu provider yg luar biasa,sinyal kuat sdh aq buktikan dikampung saat provider lain tak ada sinyal byU bisa 4G+, paket murah kuota bs akumulasi saat topup,klo ada bintang 10 pasti aq kasih..top",2020-12-20 18:25:37
"Halo kak. Saya pengguna jaringan by. U awal make enak jaringan lancar bagus, dan akhir"" ini gk tau jaringan ilang terus dan gk bisa masuk ke aplikasi by. U nyh jadi saya harus gmnh yah kak? Soal nyh saya dh beli kuota mahal mahal masa gk bisa di pake, jadi agak kecewa dengan by. U.",2023-11-09 21:13:22
"Awal pemakaian bagus, sekarang makin jelek! Paket 10 gb/hari ga bisa download apa pun, jadi ga guna. Sia-sia! Sinyal pun cuma 2 bar, jadi lemot! Main game pun lag parah. Malah lebih bagus kartu sebelah...",2023-11-24 05:56:02
"Ga pernah dapet hadiah atau kuota gratisan, padahal pake byU udah lama dari bgtttt :((. Keuntungan nya itu cuman bisa custom nomor, sama ga ada masa berlaku, itu ajaaa. Aku harap sih nanti kedepannya nga pelit bgtt, dan ngasih hadiah² gitu kaya di Axis. Terimakasih",2023-02-16 10:20:59
"Kenapa paket masa aktif super kaget di kurangi si padahal itu yang membuat by u berbeda dari yang lain ,saya sangat kecewa 😢",2025-06-21 20:44:35
"Kalian bikin aplikasi tp gak bisa login guna nya buat apa..?? Sering bgt log out tanpa sebab, dan klo mau log in selalu gagal.. Semua saran yg admin berikan terkait masalah gagal lo gin sungguh gak berguna.. karena semua sudah saya coba dan tetap gagal.. Update aplikasi bukan nya makin baik layanan nya.. malah harga paketan'nya aja yg naik.. kualitas layanan nya ttp jelek..",2023-07-29 00:12:53
"Masih seperti yang telah berlalu, aplikasinya susah di buka selalu, bukan selalu tetapi harus mode pesawat terus bersihkan cahce terus baru bisa terbuka. Saya sudah beli hp terbaru pun sama. Tolong diperbaiki, jangan terlalu nyaman dengan kondisi seperti ini.",2024-10-18 14:10:05
"Hai kak maaf, hp saya sudah update yang terbaru, tapi kenapa sinyal saya kalo lagi main moba online kok tiba2 ngelag ya?, perasaan saya sinyal saya 4G full, tetapi ketika main moba online kok drop ya sinyalnya? tidak seperti by.u dlu yang sinyalnya bagus?, mohon bantuannya ya kak:)",2020-12-24 23:06:56
Bisa g jangan spam inbox mulu pas kuota tinggal dikit. .. aku main game ngelag saat di kirimin spam SMS anjir... Untuk kuota lumayan murah. Tapi tolong itu ping tinggi amat. Main game ngadat mulu. Aku ubah rating kalau udah g ngadat main game nya,2020-07-21 13:20:54
"Pertama beli topping pulsa hangus topping gak ada, saya maklumin. Yang kedua beli pulsa penjualnya sudah bilang masuk dan ada buktinya di app.nya gak nambah pulsanya. Kacau nih aplikasi update terus tuntutannya.",2020-04-16 23:14:09
"Kok makin kesini sinyalnya jadi jelek,sering ilang tiba-tiba,saat main game online juga sinyal nya merah terus,buka aplikasi byU sering refresh pedahal saat buka aplikasi lain baik-baik aja",2023-12-19 09:20:34
"Entah kenapa akhir² ini jaringan nya ga jelas,ngeleg bangetttttt,kadang erorr lah kecewa siii😤😮‍💨. Sama ditambah lagi entah kenapa kalo saya buka aplikasi lain lancar² aja,nah pas buka aplikasi by.U ini lamaaa bangett loadingnyaa ... TOLONG DIBENERIN LAGI!",2024-10-30 10:41:37
"Penawaran dan harganya menarik tapi aplikasinya yang bikin jengkel. Masak setiap dibuka sering ada pesan ""terjadi kesalahan tolong coba lagi"" tolong dong pihak developer perbaiki masalah ini",2021-06-10 19:05:11
"Kecewa berat sumpah kartu ngga bisa dipake, masuk kartu mgga ada notif buat registrasi, masuk app ini malah terus terusan disuruh beli paket lagi dan lagi, nyoba veripikasi pke email sms ngga ada masuk, nyoba masuk pake facebook alasanya facebook saya tidak ada emailnya, lalu ini registrasinya gimna tolong",2020-07-26 12:14:53
"Parah kualitas internet byu sekarang, sinyal bagus, kuota masih puluhan GB, di kampung di kota, di rumah di kantor di perjalanan lemot banget sekarang. Gak kaya waktu awal beli, sudah 2 bulanan kaya gini, komplain malah terus2an ditanya alamat.",2022-04-12 10:18:43
"Tolong kak, perbaiki lagi keamanan apk nya, masa saya ngak ngerasa transaksi, tapi SMS muncul trus dgn notif transaksi sampe seribu lbeh sehari, itu sangat menggangu, dan saya ngak ngerasa make pulsa kok pulsa nya hilang yg tadi nya 30 ribu jadi 30 rupiah, ini sangat merugikan, biasa nya saya bli pulsa ngak di pake tetep ada walaupun hidup in hp. Saya merasa di rugikan, walaupun nominal nya ngak seberapa kan lumayan",2024-08-05 12:16:41
"Aplikasi bego, buka ny aj susah berat, masih cepat buka aplilasi shoppy,. Byu ga ngotak, sering terjadi KESALAHAN dikit2 KESALAHAN, aplikasi baru udh kya aplikasi 100 tahun yg lalu,.",2024-12-13 19:28:33
"Kenapa buat buka aplikasi by u tidak bisa pake jaringannya sendiri ,harus pake wifi baru bisa conect ,dan untuk keterangan data dan pulsa tiba"" jadi kosong",2021-08-26 13:15:38
"nomor belom ada 1 bulan sinyalnya udah ilang, 2 Minggu lebih CSnya di tanyain jawabnya cuma bgitu dan gak ada hasil sama sekali. alhasil pulsa masih ada 10ribu, paketan masih full jadi gak bisa dipake.. maling sekarang udah hebat2 euy.. dan yg kena bukan saya doang tapi banyak yg lainnya cek aja di IG mereka dan gak ada yg di tanggepin sama sekali.. terlalu banyak gimmick marketingnya sih sampe2 ngorbanin semuanya..",2024-12-21 09:00:48
Tolong perbaikin aplikasi by.u nya kenapa? Karena disaat genting pulsa habis saya. Ingin mengisi paket sangat susah masuk aplikasinya dan tolong diperbaiki jaringan yang sering hilang tiba tiba. Saya mohon jangan kecewakan konsumen .,2024-04-02 01:44:21
"Koneksi dan sinyal lama kelamaan mulai kurang kondusif. Awal pemakaian bagus,tapi setelah pembelian berikutnya negatif for me.Kita membeli kualitas bukan hanya iklan semata.mohon di perbaiki lagi masalah sinyal pada area yogyakarta.terimakasih",2020-05-31 21:37:09
Sejauh ini oke pake by.u harga terjangkau sinyal juga stabil. Saran aja untuk paket 30hari ditambahkan lagi agar lebih beragam dan sinyal juga diperkuat diberbagai daerah agar tidak kalah dgn provider lain,2020-05-18 18:55:41
"Update mulu tapi sinyal makin lama makin gajelas, udah beli pulsa mahal² tapi apk by.U gkena di buka alhasil gabisa beli kuota, harga kuota juga mahal semua, sinyalnya tiap hari ngelag ga siang ga malem sama aja, dibuat ngegame sinyalnya merah mulu, bagi yg mau beli kartu ini sebaiknya pikir-pikir lagi, kelebihan kartu ini cuma ada di masa aktifnya doang. Mohon di perbaiki lagi saya sebagai pengguna by.U merasa sangat amat menyesal telah membeli kartu ini.",2024-03-25 13:45:06
Sematang by. U sinyalnya jelrk parah dlu pdahal lancar banget dan bagus g ada gangguan sama sekali tapi lama lama malah loading parah buka aplikasi apapun lama poll padahal udh pke kartu ini hampir 3 taunan klo gini trs ga ada perbaikan paling mau pindah provider ajalah,2024-11-23 17:37:25
"untuk skrg bintang 3 cukup,karena app nya masih banyak yg harus diperbaiki ya salah satu contohnya soal konfirmasi pembayaran dan juga soal paket yg telah dibeli, udah bayar tp blm masuk kuotanya",2019-12-27 13:54:36
Nomor saya baru beli belum di pernah d isi pulsa masa udah tersebar ke orang orang yang spam iklan judi dan spam dapat hadiah. Hati hati aja pake provider ini data kita bocor boss. Kecewa banget udah sekarang ga menarik lagi dengan sistem pelayanan dan jaringan yang ping parah ga stabil. INGAT YA JARINGAN BEDA SAMA TELKOMSEL SIMPATI/AS yang lebih stabil dapat ping.,2020-09-22 06:42:41
"Nunggu OTP utk ganti kartu ga dikirim², sdh berhari², sdh dilaporkan melalui email, sdh ikuti petunjuk nindy, ga bisa², akhirnya dr pihak nindy ga balas lagi, capek, padahal saya pengguna kartu by U sejak november 2019, HP hilang mau ganti kartu baru, krn no.sdh banyak yg tahu, tapi sulit utk ganti kartu gara² OTP ga didapat, hanya tulisan sj ""OTP sdh dikirim ke email km"" padahal ga ada email msk, hadeeeeh benar² Capek.",2024-09-27 06:34:09
"Tolong dong buat BYU, kalo beli kuota Mbps jangan dikasih fup dong kuotanya. Sudah jaringan dikasih limit, trus penggunaan kuota juga dikasih limit. Trus kalo saya beli kuota Mbps cuma bisa dipakai hingga 3 minggu, seminggu sisanya jaringan lelet kayak kecepatan nya di limit. Tolong dong kembalikan yang seperti dulu",2022-12-26 16:50:08
"Jaringan buruk, buat game kapasitas kecil aja nge lag nya minta ampun. Tolong ini konektivitas dan jaringan jelek banget ga ada kemajuan sama sekali apalagi kalo udah hujan huuhh ngeselin ,pada saat di butuhkan malah jaringan lemot nya minta ampun .",2022-10-06 19:34:10
"Sinyal di daerah saya buat telkomsel sangat stabil bahkan tidak pernah gangguan,ini kenapa pake by u sinyal saya tiba2 hilang dan stuck di H sampai H+ ya ? Kejadian ga sekali dua kali tapi hampir setiap saat mohon perbaikanya karna sudah terlanjur nyaman pake by u",2021-03-17 10:22:21
"Sinyal jelek di siang hari, ancur2an bahkan saat gw mau kesini aja playstore nya nge lag. Kecewa sebagai pelanggan lama karena kualitas jaringan internetnya makin amburadul. Ga gw rekomendasiin buat kalian yang mau main game online pake by u, sering rto tiba2 atau lag spike sampai 20rb ms ke atas atau DC.",2023-08-18 15:31:47
"Gak ngerti lagi, udh sering tiba2 turun H+, malah ampe hilang sinyal. Di tambah lagi promo atau notif masi saja masuk ke pesan, padahal ke aplikasi saja cukup. Kan ganggu lagi main game muncul pesan. Duh kecewa banget akhir2 ini.",2022-02-09 00:19:44
"Saya penguna setiap By:U, tetapi seminggu ini saya sangat kecewa dengan jaringan by:u yg sangat lelet bahkan susah sekali untuk terkoneksi dengan sinyal Internetnya. Pertanyaan saya ada apa dengan sinyal By:U ? Apakah By:U masih setia menyediakan jaringan di tanah Indonesia ini",2022-09-29 01:05:31
"jaringan LEMOT PARAH, khusus nya daerah bandung timur. udah komplen lewat aplikasi bilang nya akan di perbaiki sudah berbulan2 sampe sekarang ga ada perubahan, haruskan ganti kartu yg lain? perbaikin lah kalo emang mau banyak yg pake kartu by.u",2024-10-13 21:11:54
By.U kenapa ko akhir akhir ini jaringannya gak bagus si sering eror apa lagi kalu hujan dan listrik padam pasti sinyal hilang dan error knpa ya? Dulu waktu pertama pake tuh enak lancar tapi sekarng sekarang ini ko gak enak bngt. Tolong dong perbaiki pihak pengembang. Biar jaringan stabil... Terimakasih.,2020-12-23 00:42:47
"Kenapa stream di kualitas 480p masih buffering ya?. main game juga sering naik pingnya, buka ig selalu loading dahulu tidak secepat baru beli diakhir tahun 2019 kemarin..saya mohon dengan sangat untuk memperbaiki jaringan. Terima kasih",2021-01-03 19:31:59
"Makin hari makin kocak aja... Kuota masih 12 gb dari promo paket spesial pakai telor 25gb, tetapi jaringan lemot amat... Buat browser ga bisa.. notif wa jam pasir.. Ampe mau buka app by.u stuck mulu... Pindah wifi malah ga bisa di buka app nya...",2023-08-25 21:49:08
"•Jaringan tidak stabil Signal bagus,,tapi latency buruk,sering jum_ping (Tidak ada koneksi dr server) •Aplikasi susah dibuka ( kudu di mode pesawat/dipindah jaringan 3G dulu)",2021-08-13 19:48:39
"Jaringan Lemot, CS Sering putus Percakapan, Atasi masalah lama. Apalagi Kebijakan FUP terbaru pada Paket Unlimited 2mbps hanya 100GB, setelah memasuki batas pemakaian maka jaringan lemot banget bahkan tidak bisa akses apapun, tentunya ini sangat merugikan kami sebagai pengguna. Dengan harga paket Rp. 150.000 Apa bedanya paket unlimited 2mbps dengan paket normal kuota 100GB ? Katanya ""Semua Semaunya"" ternyata ""Semua Tidak Bisa Semaunya"" hanya jadi alat kamuflase Telkomsel. #ParahLemot #ProtesByu",2022-10-27 09:10:38
sinyal jelek buat main game.. ga rekomended kali.. beda sama kartu Telkomsel.. pdahal masih 1 provider.. tpi by u ini sinyalnya cupu.. emang berapa Mbps bandwith yg Kelen setting di sinyal BY U ini? jelek kali buat main game online.. sorry aku kasih bintang 1.. biar ngaca Kelen sama performa sinyal Kelen yg buruk .,2025-04-02 10:44:02
"sebenernya, enak sih kartu byuu, tpi ga enak nya kalo malem tiba2 ilang jaringan, kayaknya ga cocok buat saya yang suka main game ,tpi tiba2 sinyal ilang gitu aja:)🙏🙏🥲, kalo bisa di perbaiki lagi kekuatan sinyal nya, masa kalah sama Axis , Telkomsel, lancar hp bapaku Telkomsel, mamak ku Axis aku mindah byu katanyaa hemat 15k 7gb 30 hari tpi, gini ngeleg banget kalo malemmm",2025-04-13 20:58:07
"makin kesini makin aneh, sy baru saja membeli pulsa 15000, pas mau daftar paket, tiba2 pulsa terpotong, padahal sisah pulsa sebelm nya masih ada 560rp, dan sisah kuota sy masih ada 620mb, kok tiba2 pulsa sy terpotong, sy merasa di rugikan kalau bgni, soal ny ga bisa lagi daftar paket, karna pulsa nya terpotong. masa harus beli tambahan pulsa lagi, di kartu lain yg pernah sy pake ga pernah seprti ini, tiba2 pulsa terpotong, ada apa dengan kartu by U. sy merasa di rugikan, aneehhh",2025-04-25 01:04:18
"aku sebenarnya suka bgt sm by.u ini krn selain hrganya yg trjangkau buat pelajar jg jrgnny ckup bagus, TAPI AKU KECEWA BGTT gatau knp tiap aku mau buka aplikasi nya selalu eror gabisa kebuka, udah bbrp kali aku coba uninstall trs download lgi tpi ttp ga bisa jdi aku klo mau beli kuota lewat sms pdhl aku suka bgt klo di aplikasi nya. tolong plss solusi nya gmna?? kok bsa gtu??",2025-05-23 11:12:08
"aku kasih 1 karena kayanya mereka ga niat buat bikin kartu internet. kenapa internet ku selalu aja jelek, hujan aja enggak, gimana sih, niat bikin ga?? percuma aku beli 20 ribu, banyak diskonnya, tapi internetnya jelek banget. ya kalo mau mahal, minimal internet bagus lah, akuaja kalo main game tiba-tiba suka hilang sinyal. dasar internet aneh. maap kalo kesinggung, lagi emosi soalnya🙏🙏",2025-04-20 16:32:52
Tolong lah perbaiki sinyalnya. Di jam-jam sore pasti sinyal sering hilang. Hampir seminggu bisa 3x sampai 4x dihari yang berbeda sinyal hilang disore hari.,2025-04-12 19:04:25
"kaga stabil , bikin promo mulu, tapi kestabilan dan kualitas jaringan jelek,loading sesuatu pasti aja lelet,kalo di tierlist jaringan paling rendah kualitasnya ini,main ringan juga busuk dan lelet bgn tetep,dan kalo di kasih rating jelek bukanya di benerin malah cmn berisik jawabin rating make kalimat copy paste mulu",2025-04-21 20:16:05
"masih kurang kualitas sinyal nya sih, walau paket nya murah"" tapi sinyal nya gak ngedukung ya gimana, apalagi kalau buat main game gak bagus bet tuh sinyal, sering naik"" gak jelas sinyal nya.",2025-04-05 16:16:30
"Mau ngucapin terimakadih banyak atas hematnya kuota byu..1gb bisa buat satu bulan..walau sering buka dan nonton youtube...karena ada tulisan sambungkan koneksi internet anda,luar biasaaaaaaa salut buat byu",2025-04-28 19:13:19
aneh sinyal naik turun terus udahh di coba cara lain pun tetep sama lagi main ml setiap war tiba tiba lag gajelas padahal sinyal nya full mana katanya sama kayak Telkomsel buktinya ini sinyal full kok malah naik turun itu sinyal apa layang layang? Minimal benerin dulu sinyal lu baru bikin kartu ini sinyal masih naik turun aja sok sok an nyesel gw beli nih kartu setiap buat main buat liat sosmed tiba tiba selalu aja ilang internet nya,2025-04-14 18:44:07
"awal awal nya doang enak pake kartu ini karna singal kenceng tapi lama kelamaan keliatan banget pihak By.u memakai ""sistem manil di awal, pahit di akhir"", contoh nya seperti lama kelamaan kita harus terpaksa membeli kekuatan singal yang lebih cepat.",2025-04-29 18:39:12
